Number,Bin,Description,Vendor,VMRS Code,Type,On Hand Total,Alt Part Num,Inter VMRS,Major VMRS,Minor VMRS,Prev PO Facility,Tank Facility,Order Price,Last Order Date,Reorder Qty,Reorder Point,Manufacturer,Avg Ship Days
03-21-1055,,"BUMPER ASM-FRONT, CENTER",0000205791,000-000-000,Part,0.0,03-21-1055,000,000,000,00102,,"$1,372.860",1/1/1900,1.00,1,,0
03-21-1056,/SPORDER,"BUMPER ASM-FRONT,LH",0000205791,000-000-000,Part,0.0,03-21-1056,000,000,000,00003,,$575.590,1/1/1900,0.00,0,,0
03-21-1068,B 05,"REFLECTOR, AMBER E MODEL",0000205791,000-000-000,SHOP SUPPLIES,12.0,03-21-1068,000,000,000,00003,,$0.000,1/1/1900,2.00,2,,0
03-21-1070,,BAR ASSY TIE REAR BUMPER,0000999999,000-000-000,Part,0.0,03-21-1070,000,000,000,00102,,$264.610,9/19/2008,1.00,1,,0
03-21-1082,/SPORDER,"BUMPER, REAR, MOUNT POSTS",0000205791,000-000-000,Part,0.0,03-21-1082,000,000,000,00003,,$69.040,1/1/1900,2.00,2,,0
03-21-1099,A 12,"BUMPER, TIE PLATE, REAR, E",0000205791,000-000-000,Part,1.0,03-21-1099,000,000,000,00003,,$20.580,1/1/1900,1.00,2,,0
03-21-1100,A 12,U CHANNEL-REAR BUMPER,0000205791,000-000-000,Part,6.0,03-21-1100,000,000,000,00003,,$57.830,2/25/2025,2.00,2,,0
03-21-1101,A 12,"STRAP- REAR BUMPER, METAL",0000205791,000-000-000,Part,8.0,03-21-1101,000,000,000,00003,,$8.170,2/25/2025,2.00,2,,0
03-21-1102,/SPORDER,"BUMPER, SPACER, REAR, E",0000205791,000-000-000,Part,0.0,03-21-1102,000,000,000,00003,,$70.910,1/1/1900,1.00,1,,0
03-21-1123,P TOP,"BUMPERETTE, R/H REAR BLACK OR WHITE",0000205791,000-000-000,Part,1.0,03-21-1123,000,000,000,00003,,$98.820,8/3/2017,1.00,1,,0
03-21-1126,P TOP,BUMPERETTE S/A REAR L/H,0000205791,000-000-000,Part,2.0,03-21-1126,000,000,000,00003,,$97.860,4/18/2016,1.00,1,,0
03-21-1135,ZSP/ORDER,"SPRING-LATCH,BUMPER",0000205791,000-000-000,Part,1.0,03-21-1135,000,000,000,00003,,$22.480,6/10/2025,0.00,0,,0
03-21-1160,A BOTTOM,"LATCH, FRONT BUMPER",0000205791,000-000-000,Part,2.0,03-21-1160,000,000,000,00003,,$27.330,1/1/1900,1.00,1,,0
03-21-1188,A CORNER,"BUMPER, SUPPORT, REAR E",0000205791,000-000-000,CRITICAL PART,4.0,03-21-1188,000,000,000,00003,,$12.670,11/20/2013,2.00,1,,0
03-21-1220,,FRONT BUMPER ASM,0000205791,000-000-000,Part,0.0,03-21-1220,000,000,000,00003,,"$1,237.620",1/1/1900,1.00,1,,0
03-21-1395,,"BUMPER, CENTER REAR, E4500",0000205791,000-000-000,Part,0.0,03-21-1395,000,000,000,00003,,"$1,867.400",1/1/1900,0.00,0,,0
032160,/SPORDER,"VALVE, DRAIN",0000000010,000-000-000,Part,0.0,032160,000,000,000,00003,,$8.500,1/1/1900,1.00,1,,0
03-22-1006,A 13,BASE MIRROR ARM L/H E4500,0000205791,000-000-000,Part,2.0,03-22-1006,000,000,000,00102,,$103.580,1/1/1900,1.00,1,,0
03-22-1007,A TOP,MIRROR ASSY E3 L & R,0000205791,000-000-000,Part,2.0,6493566,000,000,000,00003,,$334.870,6/2/2025,1.00,1,,0
03-22-1009,A 13,BASE MIRROR ARM R/H E4500,0000999999,000-000-000,Part,1.0,03-22-1009,000,000,000,00102,,$107.560,1/1/1900,1.00,1,,0
03-22-1010,A 13,SEAL MIRROR BASE E4500,0000205791,000-000-000,Part,3.0,03-22-1010,000,000,000,00102,,$11.600,4/2/2025,1.00,1,,0
03-22-1014,A 13,MIRROR CONVEX HEAD E4500,0000205791,000-000-000,Part,3.0,03-22-1014,000,000,000,00003,,$90.120,1/1/1900,1.00,1,,0
03-22-1015,A 13,MIRROR CONVEX GLASS E4500,0000205791,000-000-000,Part,2.0,03-22-1015,000,000,000,00003,,$32.040,1/1/1900,1.00,2,,0
03-22-1016,A BOTTOM,MIRROR GLASS FLAT E4500,0000205791,000-000-000,Part,4.0,03-22-1016,000,000,000,00003,,$87.050,1/1/1900,1.00,1,,0
03-22-1024,A BOTTOM,"MIRROR ASM-CONVEX,3.75IN",0000205791,000-000-000,Part,0.0,03-22-1024,000,000,000,00003,,$34.890,4/15/2025,1.00,1,,0
03-22-1028,MEZ D,MIRROR ASM-LH (READ NOTES ),0000205791,000-000-000,Part,1.0,6493573,000,000,000,00003,,$958.860,4/2/2025,1.00,1,,0
03-22-1141,/SPORDER,"MIRROR, LEFT CHROME, W/TURN SIGNAL",0000205791,000-000-000,Part,0.0,03-22-1141,000,000,000,00003,,"$1,488.110",1/1/1900,1.00,1,,0
03-22-1163,,FRICTION PAD,0000205791,000-000-000,Part,0.0,03-22-1163,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
03-22-1356,/SPORDER,"MIRROR ASM-RH, SEE NOTE!",0000205791,000-000-000,Part,0.0,03-22-1356,000,000,000,00003,,$554.680,6/28/2016,1.00,1,,0
03-22-6082,A BOTTOM,"MIRROR, LOWER CONVEX, ADJUSTABLE",0000205791,000-000-000,CRITICAL PART,2.0,03-22-6082,000,000,000,00003,,$17.560,1/1/1900,1.00,1,,0
03-23552-000,,"SEAL, RUBBER, TRUCK 8573",0000311100,000-000-000,CRITICAL PART,0.0,03-23552-000,000,000,000,00003,,$44.460,1/1/1900,1.00,1,,0
032424WC,,"FLAP, 3/8, THOMASBUILT",0000000010,000-000-000,CRITICAL PART,0.0,032424WC,000,000,000,00003,,$8.000,1/1/1900,1.00,1,,0
03-27-1003,MEZ GLS 09,VALANCE-LOWER FRONT,0000205791,000-000-000,Part,1.0,03-27-1003,000,000,000,00003,,$551.440,9/7/2016,1.00,1,,0
03-27-1004,MEZ GLS 9,"VALANCE-UPPER,FRONT EMODELS",0000205791,000-000-000,Part,1.0,03-27-1004,000,000,000,00003,,$436.480,5/1/2013,1.00,1,,0
03-27-1017,MEZ GLS 03,"GLASS, SAHS, SIDE, REAR, RH SIDE",0000205791,000-000-000,Part,1.0,03-27-1017,000,000,000,00003,,"$2,100.130",1/1/1900,1.00,1,,0
03-27-1028,,"SASH ASM, SIDE, LH, SG",0000205791,000-000-000,Part,0.0,03-27-1028,000,000,000,00003,,"$1,033.670",1/1/1900,1.00,1,,0
03-27-1031,MEZ GLS 04,SASH ASSY,0000205791,000-000-000,Part,0.0,03-27-1031,000,000,000,00003,,"$2,098.670",1/1/1900,2.00,1,,0
03-27-1033,MEZ GLS 06,"GLASS,  PENT, LH SIDE E4500, FRAMED",0000205791,000-000-000,Part,3.0,03-27-1033,000,000,000,00003,,"$2,575.130",7/10/2017,1.00,1,,0
03-27-1046,BAY 2-1,"FENCE, 102E/E45 FRONT WINDSHIELD",0000205791,000-000-000,Part,1.0,03-27-1046,000,000,000,00003,,$686.110,3/20/2017,1.00,1,,0
03-27-1059,MEZ GLS 08,"GLASS, SASH, SIDE, REAR, RH SIDE",0000205791,000-000-000,Part,2.0,03-27-1059,000,000,000,00003,,"$2,143.350",1/1/1900,1.00,1,,0
03-27-1071,MEZ GLS 03,GLASS SIDE E4500,0000205791,000-000-000,Part,2.0,03-27-1071,000,000,000,,,$470.590,1/1/1900,2.00,1,,0
03-27-1074,,"LATCH, EMERGENCY EXIT, WINDOW",0000205791,000-000-000,Part,0.0,03-27-1074,000,000,000,00003,,$33.840,1/1/1900,1.00,1,,0
03-27-1078,,"WINDOW, LEFT PASSENGER REAR, FRAMED,102E",0000205791,000-000-000,Part,0.0,03-27-1078,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-27-1104,MEZ GLS 09,GLASS ASSY LAVATORY E4500,0000205791,000-000-000,Part,1.0,03-27-1104,000,000,000,00003,,$242.180,11/20/2013,1.00,1,,0
03-27-1105,MEZ SHLF 3,"GLASS, WINDOW, LH REAR",0000205791,000-000-000,Part,1.0,03-27-1105,000,000,000,00003,,$198.300,8/8/2012,1.00,1,,0
03-27-1123,A BOTTOM,BUSHING,0000205791,000-000-000,SHOP SUPPLIES,48.0,03-27-1123,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
03-27-1133RL,MEZ D,"SEAL-BULB TYPE ,MULTI-PURPOSE RL=240 FT.",0000205791,000-000-000,SHOP SUPPLIES,4.0,03-27-1133RL,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-27-1137,A BOTTOM,STRIKER SIDE SASH RETAINER,0000205791,000-000-000,SHOP SUPPLIES,7.0,03-27-1137,000,000,000,00102,,$4.270,1/1/1900,1.00,1,,0
03-27-1138,A BOTTOM,SLEEVE STRIKER ASSY SIDE SASH,0000999999,000-000-000,SHOP SUPPLIES,74.0,03-27-1138,000,000,000,00102,,$0.000,1/1/1900,1.00,1,,0
03-27-1184,MEZ GLS 04,"SASH-BONDED, RECT. USE ON 8897",0000205791,000-000-000,Part,1.0,03-27-1184,000,000,000,00003,,"$1,896.540",1/1/1900,1.00,1,,0
03-27-1227,MEZ GLS 06,"SIDE GLASS, FRAMELESS, PENT, 102EL3",0000205791,000-000-000,Part,1.0,03-27-1227,000,000,000,00003,,"$2,360.380",1/1/1900,1.00,1,,0
03-27-1228,MEZ GLS 06,"SIDE GLASS, FRAMELESS, PENT, 102EL3",0000205791,000-000-000,Part,1.0,03-27-1228,000,000,000,00003,,"$1,988.890",1/1/1900,1.00,1,,0
03-27-1231,,SASH-ASM-FRAMELESS EGRESS E (DO NOT USE),0000205791,000-000-000,Part,0.0,03-27-1231,000,000,000,00003,,"$1,469.420",1/1/1900,1.00,1,,0
03-27-1325,MEZ GLS 01,"WINDSHIELD, DRIVERS SIDE,  E/J 4500",0000205791,000-000-000,Part,11.0,03-27-1325,000,000,000,00003,,$303.889,6/20/2025,10.00,10,,0
03-27-1326,MEZ GLS 01,"WINDSHIELD, PASSENGER SIDE,  E/J 4500",0000205791,000-000-000,Part,13.0,03-27-1002,000,000,000,00003,,$303.889,6/20/2025,10.00,10,,0
03-27-1334,,"CAM, SASH",0000205791,000-000-000,Part,0.0,03-27-1334,000,000,000,00003,,$24.300,1/1/1900,1.00,1,,0
03-27-1345,B 01,"KIT-FIELD, SASH CAM",0000205791,000-000-000,Part,3.0,03-27-1345,000,000,000,00003,,$130.820,6/8/2018,2.00,1,,0
03-27-1360,MEZ GLS 03,"SASH ASM-FRAMELESS,D/G,BLTD,LRG",0000205791,000-000-000,Part,0.0,03-27-1360,000,000,000,00003,,"$1,426.550",1/23/2018,2.00,1,,0
03-27-1361,MEZ GLS 07,"GLASS, DOOR,W/O WC LIFT E 4500",0000205791,000-000-000,Part,2.0,03-27-1361,000,000,000,00003,,"$1,102.670",1/1/1900,1.00,1,,0
03-27-1395,B 08,"RETAINER, HINGE, RH, FRAMELESS",0000205791,000-000-000,Part,10.0,03-27-1395,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-27-1396,B 08,"RETAINER, HINGE, LH, FRAMELESS",0000205791,000-000-000,SHOP SUPPLIES,10.0,03-27-1396,000,000,000,00003,,$0.000,1/1/1900,0.00,0,,0
03-27-1474,MEZ GLS 09,GLASS SIDE ASM D4505 SEE NOTES,0000205791,000-000-000,Part,1.0,03-27-1474,000,000,000,00003,,"$1,134.130",1/1/1900,1.00,1,,0
03-27-1500,,"SASH, UPPER, ENTRANCE DOOR, FITS 1224",0000205791,000-000-000,Part,0.0,03-27-1500,000,000,000,00003,,$680.920,1/1/1900,1.00,1,,0
03-27-1989,MEZ GLS 05,"KIT-SERVICE,SASH, J PASSENGER SINGLE GLZ",0000205791,000-000-000,Part,2.0,03-27-1989,000,000,000,00003,,"$1,459.410",1/1/1900,1.00,1,,0
03-27-2018,B 01,"CLIP, ROD",0000205791,000-000-000,SHOP SUPPLIES,9.0,03-27-2018,000,000,000,00003,,$0.000,1/1/1900,10.00,5,,0
03-27-2050,MEZ GLS 06,"SASH, FRAMELESS, DBL GL, BONDED, RH,PENT",0000205791,000-000-000,Part,0.0,03-27-2050,000,000,000,00003,,"$1,749.490",11/6/2018,1.00,1,,0
03-27-2051,MEZ GLS 06,"GLASS,  L/H SIDE, PENT, E/J, NO FRAME",0000205791,000-000-000,Part,1.0,03-27-2051,000,000,000,00003,,"$1,927.240",1/1/1900,1.00,1,,0
03-27-2052,MEZ GLS 05,SASH-FRAMELESS DBL. GL EGRESS E MODEL,0000205791,000-000-000,Part,4.0,6499049,000,000,000,00003,,"$1,753.990",7/23/2025,1.00,1,,0
03-27-2053,MEZ GLS 04,"SASH ASM-FRAMELESS,DBL.GL.BOLTED,LARGE",0000205791,000-000-000,Part,1.0,03-27-2053,000,000,000,00003,,"$1,724.900",12/4/2017,1.00,1,,0
03-27-2054,MEZ GLS 05,"GLASS, LAVATORY OUTSIDE WINDOW",0000205791,000-000-000,Part,0.0,03-27-1389,000,000,000,00003,,$892.470,1/1/1900,1.00,1,,0
03-27-2055,MEZ GLS 05,"WINDOW, FRAMELESS, SINGLE PANE, EGRESS",0000205791,000-000-000,Part,0.0,03-27-2055,000,000,000,00003,,"$1,065.370",1/1/1900,1.00,1,,0
03-27-6056,MEZ SHLF 1,"GLASS, REAR TRANSOM, GLAZED, LH",0000205791,000-000-000,Part,0.0,03-27-6056,000,000,000,00003,,$237.920,1/1/1900,1.00,1,,0
03-27-6057,MEZ GLS 10,"GLAZING, REAR, TRANSOM, RH, FIT1243",0000205791,000-000-000,Part,1.0,03-27-6057,000,000,000,00003,,$298.400,1/1/1900,1.00,1,,0
03-27-6130,,"GLAZING-DOOR,ENTRANCE USE ON 7234/7240",0000205791,000-000-000,Part,0.0,03-27-6130,000,000,000,00003,,$314.650,1/1/1900,1.00,1,,0
03-29-1101,,"FINGER, LOCKING",0000205791,000-000-000,Part,0.0,03-29-1101,000,000,000,00003,,$35.650,1/1/1900,1.00,1,,0
03-29-1107,C 05,"BRACKET, BAGGAGE DOOR",0000205791,000-000-061,Part,2.0,03-29-1107,000,000,061,00003,,$21.870,1/1/1900,1.00,1,,0
03-29-1116,/SPORDER,"J-LINK, S/A",0000205791,000-000-000,Part,0.0,03-29-1116,000,000,000,00003,,$317.790,1/1/1900,1.00,1,,0
03-29-1136,BAY 3-2,DOOR ASM-BAGGAGE SHORT,0000205791,000-000-000,Part,0.0,03-29-1136,000,000,000,00003,,"$2,945.300",1/1/1900,1.00,1,,0
03-29-1168,B 01,HANDLE BAGGAGE DOOR E4500,0000205791,000-000-000,Part,1.0,03-29-1168,000,000,000,00003,,$62.680,7/4/2013,2.00,1,,0
03-29-1170,B 02,"SPRING, BAG BAY DOOR, E",0000205791,000-000-000,Part,4.0,03-29-1170,000,000,000,00003,,$23.370,5/8/2025,2.00,1,,0
03-29-1173,B 02,"SPRING,LOCKING FINGER",0000205791,000-000-000,SHOP SUPPLIES,8.0,03-29-1173,000,000,000,00003,,$0.000,1/16/2013,1.00,1,,0
03-29-1186,B 03,PULLY-CABLE,0000205791,000-000-000,Part,4.0,03-29-1186,000,000,000,00003,,$78.900,5/8/2025,1.00,1,,0
03-29-1227,B 03,RETAINER-SPRING CENTER -BAG BAY,0000205791,000-000-000,Part,3.0,03-29-1227,000,000,000,,,$38.100,4/15/2025,1.00,1,,0
03-29-1228,,RETAINER-SPRING,0000205791,000-000-000,Part,0.0,03-29-1228,000,000,000,00003,,$22.040,1/1/1900,0.00,0,,0
03-29-1233,B 03,"CABLE ASM-#1,#2LH/RHS",0000205791,000-000-000,Part,2.0,03-29-1233,000,000,000,,,$45.050,1/1/1900,1.00,1,,0
03-29-1245,,GASKET-FRICTION,0000205791,000-000-000,Part,0.0,03-29-1245,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-29-1261,B 03,"LATCH-RH, STL, ZN",0000205791,000-000-000,Part,1.0,03-29-1261,000,000,000,00003,,$35.910,1/1/1900,1.00,1,,0
03-29-1465,F BOTTOM,"KEEPER, LINK, ADJUSTING, FRNT BUMPER",0000205791,000-000-000,Part,2.0,03-29-1465,000,000,000,00003,,$8.320,1/1/1900,1.00,1,,0
03-29-1559,BAY 4-3,"DOOR, BAG BAY",0000060918,000-000-000,Part,1.0,03-29-1559,000,000,000,00003,,"$3,832.770",1/1/1900,1.00,1,,0
03-29-1570,,"SOLENOID, ROD-LOCK",0000205791,000-000-000,Part,0.0,03-29-1570,000,000,000,00003,,$69.320,1/1/1900,1.00,1,,0
03-29-1585,,PIN LATCH,0000205791,000-000-000,Part,0.0,03-29-1585,000,000,000,00003,,$10.260,1/1/1900,1.00,1,,0
03-29-1606,C 05,PULLEY-CABLE,0000205791,000-000-000,Part,7.0,03-29-1606,000,000,000,00003,,$14.080,8/7/2025,1.00,1,,0
03-29-1612,B 02,CABLE BAG DOOR,0000205791,000-000-000,Part,5.0,03-29-1612,000,000,000,00003,,$52.900,8/1/2025,2.00,4,,0
03-29-1659,B 02,HANDLE BAGGAGE DOORS,0000205791,000-000-000,Part,2.0,03-29-1659,000,000,000,00003,,$71.190,3/9/2016,2.00,1,,0
03-29-1840,B 03,SPRING BAGGAGE DOOR -SMALL,0000205791,000-000-000,Part,3.0,03-29-1840,000,000,000,00003,,$12.830,1/1/1900,0.00,0,,0
03-29-2022,KIT SIDE,"U-LINK, BAG BAY",0000205791,000-000-000,Part,1.0,1043156,000,000,000,00003,,$216.010,1/20/2025,0.00,0,,0
03-29-2023,,U-LINK ASM-SHORT,0000205791,000-000-000,Part,0.0,03-29-2023,000,000,000,00003,,$170.960,1/1/1900,1.00,1,,0
03-29-2028,B 03,CABLE ASM-REAR,0000205791,000-000-000,Part,2.0,03-29-2028,000,000,000,00003,,$22.880,1/1/1900,0.00,0,,0
03-29-2029,B 03,"CABLE ASM-DOOR, BAGGAGE",0000205791,000-000-000,Part,1.0,03-29-2029,000,000,000,00003,,$54.800,1/1/1900,1.00,1,,0
03-29-6178,B 01,POCKET HANDLE BAG DOOR,0000205791,000-000-000,Part,1.0,03-29-6178,000,000,000,00003,,$449.360,6/6/2016,1.00,1,,0
03-30-1009,B 03,"BUSHING, W/C DOOR HINGE, E-MODEL",0000205791,000-000-000,SHOP SUPPLIES,1.0,03-30-1009,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-30-1015,B 02,LATCH ASSY SERVICE DOOR E4500,0000205791,000-000-000,Part,1.0,03-30-1015,000,000,000,00003,,$93.960,1/1/1900,1.00,1,,0
03-30-1044,B 03,"HINGE ASSY, W/C DOOR, LOWER, E-MODEL",0000205791,000-000-000,SHOP SUPPLIES,1.0,03-30-1044,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-30-1052,,BRACKET-HINGE,0000205791,000-000-000,Part,0.0,03-30-1052,000,000,000,00003,,$44.660,1/1/1900,1.00,1,,0
03-30-1069,,"DOOR ASM-W/C, WELD.LWR.HINGE",0000205791,000-000-000,Part,0.0,03-30-1069,000,000,000,00102,,"$1,111.930",1/1/1900,0.00,0,,0
03-30-1070,B 03,"LATCH-RH,SST  ( PART PICS IMAGE VIEWER )",0000205791,000-000-000,Part,5.0,03-30-1070,000,000,000,00003,,$51.130,1/1/1900,2.00,1,,0
03-30-1123,,"HINGE ASSY, W/C DOOR, UPPER, E-MODEL",0000205791,000-000-000,Part,0.0,03-30-1123,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-30-1128,B 03,"BRACKET, W/C DOOR LOWER HINGE, E-MODEL",0000205791,000-000-000,Part,1.0,03-30-1128,000,000,000,00003,,$58.460,1/1/1900,1.00,1,,0
03-30-1131,B 04,PIN ASM-WHEELCHAIR DOOR,0000205791,000-000-000,Part,10.0,03-30-1131,000,000,000,,,$22.780,1/1/1900,1.00,1,,0
03-30-1155,MEZ F,DOOR ASM-W/C SERVICE,0000205791,000-000-000,Part,1.0,03-30-1155,000,000,000,00003,,"$3,204.660",1/1/1900,1.00,1,,0
03-30-1159,,"LINK-UPPER , LONG",0000205791,000-000-000,Part,0.0,03-30-1159,000,000,000,00003,,$50.470,1/1/1900,1.00,1,,0
03-30-1160,,"LIMK ASM-LONG , UPPER",0000205791,000-000-000,Part,0.0,03-30-1160,000,000,000,00003,,$25.700,1/1/1900,1.00,1,,0
03-30-1163,,LEVER ASM-LINK ACTUATOR,0000205791,000-000-000,Part,0.0,03-30-1163,000,000,000,00003,,$27.970,1/1/1900,1.00,1,,0
03-30-1164,,LINK ASM-LOWER,0000205791,000-000-000,Part,0.0,03-30-1164,000,000,000,00003,,$17.540,1/1/1900,1.00,1,,0
03-30-1165,,"LINK - LONG , LOWER",0000205791,000-000-000,Part,0.0,03-30-1165,000,000,000,00003,,$74.480,1/1/1900,1.00,1,,0
03-30-1215,ZSP/ORDER,DOOR ASM-BATTERY,0000205791,000-000-000,Part,0.0,03-30-1215,000,000,000,00003,,"$3,642.280",2/25/2025,1.00,1,,0
03-31-1017,,"LINK-UPPER,RAD DOOR",0000205791,000-000-000,Part,0.0,03-31-1017,000,000,000,00003,,$198.390,1/1/1900,1.00,1,,0
03-31-1041,ZSP/ORDER,BRACKET LOWER R/H REAR SERVICE DOOR,0000999999,000-000-000,Part,2.0,03-31-1041,000,000,000,00003,,$0.010,1/1/1900,2.00,1,,0
03-31-1043,ZSP/ORDER,"LINK, HINGE, BENT, FITS 8867",0000205791,000-000-000,Part,0.0,03-31-1043,000,000,000,00003,,$12.670,1/1/1900,1.00,1,,0
03-31-1044,,"LINK, HINGE, STRAIGT, FITS 8867",0000205791,000-000-000,Part,0.0,03-31-1044,000,000,000,00003,,$27.190,1/1/1900,1.00,1,,0
03-31-1045,,"BRACKET, RH ENGINE DOOR, FITS 8862",0000205791,000-000-000,Part,0.0,03-31-1045,000,000,000,00003,,$64.410,1/1/1900,1.00,1,,0
03-31-1046PK,B 04,"PIN-CLEVI,SERVICE DOOR, 2PK",0000205791,000-000-000,Part,3.0,03-31-1046PK,000,000,000,00102,,$17.900,1/1/1900,4.00,2,,0
03-31-1078,A CORNER,EXTRUSION-TRIM,0000205791,000-000-000,Part,1.0,03-31-1078,000,000,000,00102,,$19.270,1/1/1900,1.00,1,,0
03-31-1091,B 04,ROD-LEVER,0000205791,000-000-000,Part,2.0,03-31-1091,000,000,000,00102,,$13.280,1/1/1900,1.00,1,,0
03-31-110,ZSP/ORDER,CLIP-ROD,0000205791,000-000-000,Part,0.0,03-31-110,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-31-1100,B 04,CLIP ROD LATCH ALL SERVICE DOOR,0000205791,000-000-000,SHOP SUPPLIES,3.0,03-31-1100,000,000,000,00003,,$0.000,4/19/2017,3.00,2,,0
03-31-1145,/RETURN,"PLATE, LATCH, TAPPING",0000205791,000-000-000,Part,0.0,03-31-1145,000,000,000,00003,,$38.110,1/1/1900,1.00,1,,0
03-31-1188,B 04,"SEAL, RADIATOR DOOR",0000205791,000-000-000,Part,4.0,03-31-1188,000,000,000,00003,,$63.340,12/4/2017,1.00,1,,0
03-31-1190,B 05,SEAL-RADIATOR DOOR,0000205791,000-000-000,Part,1.0,03-31-1190,000,000,000,00102,,$12.100,1/1/1900,1.00,1,,0
03-31-1338,B 04,"FINGER, LOCKING",0000205791,000-000-000,Part,1.0,03-31-1338,000,000,000,00003,,$9.590,1/1/1900,1.00,1,,0
03-31-1429,B 05,SPRING-FUEL DOOR,0000205791,000-000-000,Part,1.0,03-31-1429,000,000,000,00003,,$5.680,1/1/1900,1.00,1,,0
03-31-1604,B 04,"CABLE, BOX DOOR RELEASE, E MOE, FIT 8884",0000205791,000-000-000,Part,2.0,03-31-1604,000,000,000,00003,,$82.420,5/27/2025,1.00,1,,0
03-31-1668,B 06,SPRING - SWITCH DOOR,0000205791,000-000-000,Part,2.0,03-31-1668,000,000,000,00003,,$32.740,1/1/1900,1.00,1,,0
03-31-1712,BAY 4-3,"ASSY-DOOR, BATTERY",0000205791,000-000-000,Part,1.0,03-31-1712,000,000,000,,,"$6,112.840",3/11/2025,1.00,1,,0
03-31-1719,,DOOR ASM-BATTERY,0000205791,000-000-000,Part,0.0,03-31-1719,000,000,000,00003,,"$3,480.120",1/1/1900,0.00,0,,0
03-31-1879,SP/ORDER,"WASHER, NYLON, ENG COMP DOOR HINGE",0000205791,000-000-000,Part,0.0,03-31-1879,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
03-31-1907,B 05,BLOCK TAPPING SERVICE DOOR,0000205791,000-000-000,Part,4.0,03-31-1907,000,000,000,00003,,$9.500,1/1/1900,1.00,1,,0
03-31-1986,BAY 5,"PANEL, JBOX, ASSEMBLY",0000205791,000-000-000,Part,0.0,03-31-1986,000,000,000,00003,,"$2,175.920",1/1/1900,1.00,1,,0
03-31-2006,B 05,PIN-STRIKER,0000205791,000-000-000,Part,3.0,03-31-2006,000,000,000,00003,,$28.880,1/1/1900,1.00,1,,0
03-31-2027,SP/ORDER,DOOR-R/H R/R SIDE SERVICE DELCO,0000205791,000-000-000,CRITICAL PART,0.0,03-31-2027,000,000,000,00003,,"$1,108.300",1/1/1900,1.00,1,,0
03-31-2076,/SPORDER,"PANEL, REAR SIDE SERVICE, RH",0000205791,000-000-000,Part,0.0,03-31-2076,000,000,000,00003,,"$1,226.080",1/1/1900,1.00,1,,0
03-31-2087,,EXTRUSION ASM-ACCESS PANEL,0000205791,000-000-000,Part,0.0,03-31-2087,000,000,000,,,$219.990,1/1/1900,1.00,1,,0
03-31-2129,B 03,"BRACKET, LATCH PIN",0000205791,000-000-000,Part,1.0,03-31-2129,000,000,000,00003,,$43.270,1/1/1900,1.00,1,,0
03-31-2227,B 05,LEVER - RELEASE,0000205791,000-000-000,Part,3.0,03-31-2227,000,000,000,00003,,$9.150,1/1/1900,1.00,1,,0
03-31-2229,B 05,SPRING-ACCESS DOOR,0000205791,000-000-000,Part,4.0,03-31-2229,000,000,000,00003,,$15.650,8/22/2012,1.00,1,,0
03-31-2281,B 05,CHANNEL ASM,0000205791,000-000-000,Part,1.0,03-31-2281,000,000,000,00003,,$32.290,1/1/1900,1.00,1,,0
03-31-2291,ZSP/ORDER,"PANEL, ASM-FUEL COMPT",0000205791,000-000-000,Part,0.0,03-31-2291,000,000,000,00003,,"$1,799.700",2/25/2025,1.00,1,,0
03-31-2299,/RETURN,"DOOR ASSY, CONDENSOR, E4500",0000205791,000-000-000,Part,0.0,03-31-2299,000,000,000,00003,,"$2,599.640",1/1/1900,1.00,1,,0
03-31-2308,SP/ORDER,DOOR ASM - J- BOX,0000205791,000-000-000,CRITICAL PART,0.0,03-31-2308,000,000,000,00003,,"$2,286.840",1/1/1900,1.00,1,,0
03-31-2324,B 05,STUD BALL END,0000205791,000-000-000,SHOP SUPPLIES,5.0,03-31-2324,000,000,000,00003,,$0.000,1/1/1900,5.00,2,,0
03-31-2499,C CORNER,GAS SPRING-BATTERY DOOR,0000205791,000-000-000,Part,5.0,03-31-2499,000,000,000,00003,,$69.730,1/1/1900,6.00,3,,0
03-31-2819,C CORNER,"SHOCK, LOCK/UNLOCK, RAD DOOR",0000205791,000-000-000,Part,5.0,03-31-2819,000,000,000,00003,,$95.140,5/2/2025,3.00,3,,0
03-31-3224,B 05,HINGE S/A-RH REAR SIDE SERVICE,0000205791,000-000-000,Part,1.0,03-31-3224,000,000,000,00003,,$131.470,1/1/1900,1.00,1,,0
03-31-3343,SP/ORDER,"BUSHING ASSEMBLY, HINGE, ENGINE, FIT8867",0000205791,000-000-000,Part,0.0,03-31-3343,000,000,000,00003,,$11.370,1/1/1900,1.00,1,,0
