Number,Bin,Description,Vendor,VMRS Code,Type,On Hand Total,Alt Part Num,Inter VMRS,Major VMRS,Minor VMRS,Prev PO Facility,Tank Facility,Order Price,Last Order Date,Reorder Qty,Reorder Point,Manufacturer,Avg Ship Days
6K-5-1,ZSP/ORDER,"SCREEN, BLOWER",0000205791,000-000-000,Part,0.0,6K-5-1,000,000,000,00003,,$71.920,1/1/1900,1.00,1,,0
6K-6-17,,NUT / WASHER,0000205791,000-000-000,CRITICAL PART,0.0,6K-6-17,000,000,000,,,$0.000,1/1/1900,1.00,1,,15
6K-6-21,,"SEAL, 96A, BLOWER GEARBOX",0000205791,000-000-000,CRITICAL PART,0.0,6K-6-21,000,000,000,,,$7.340,1/1/1900,1.00,1,,0
6K-8-206,PURGE,"BOLT, BANJO, WEBASTO",0000205791,000-000-000,Part,0.0,6K-8-206,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6K-8-207,PURGE,"GASKET, BANJO, RING, WEBASTO",0000205791,000-000-000,Part,0.0,6K-8-207,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,1
6K-8-223,PURGE,"CLIP, RETAINING SPUR GEAR, WEBASTO",0000205791,000-000-000,Part,0.0,6K-8-223,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6L-10-1,,SHUTTERSTAT,0000205791,000-000-000,CRITICAL PART,0.0,6L-10-1,000,000,000,,,$19.190,1/1/1900,1.00,1,,0
6L-10-2,,SHUTTERSTAT,0000205791,000-000-000,CRITICAL PART,0.0,6L-10-2,000,000,000,,,$47.280,1/8/1997,1.00,1,,0
6L-10-65,J 02,"FILTER-AIR,SHUTTERSTAT",0000205791,000-000-000,Part,0.0,6L-10-65,000,000,000,00003,,$195.130,1/1/1900,1.00,1,,0
6L-10-75,,SHUTTERSTAT,0000205791,000-000-000,Part,0.0,6L-10-75,000,000,000,,,$43.760,1/1/1900,1.00,0,,0
6L-1-120,,"MOUNT, RADIATOR",0000205791,000-000-000,CRITICAL PART,0.0,6L-1-120,000,000,000,00003,,$48.300,1/1/1900,1.00,1,,0
6L-1-201,PURGE,"STABILIZER-RADIATOR,102DL3",0000205791,000-000-000,Part,0.0,6L-1-201,000,000,000,00102,,$27.260,1/1/1900,1.00,1,,0
6L-1-275,BAY 4-1,"RADIATOR, 102D",0000205791,000-000-000,Part,1.0,6L-1-275,000,000,000,00003,,"($2,569.290)",4/24/2025,3.29,1,,0
6L-1-345,ZSP/ORDER,RADIATOR-MODINE,0000205791,000-000-000,Part,0.0,6L-1-345,000,000,000,00003,,"$2,837.190",1/1/1900,1.00,1,,0
6L-14-178,ZSP/ORDER,"VALVE, PRESSURE RELIEF, COOLANT TANK",0000205791,000-000-000,Part,0.0,6L-14-178,000,000,000,00003,,$110.050,1/1/1900,1.00,1,,0
6L-14-186,ZSP/ORDER,"PUMP, COOLANT RECOVERY",0000205791,000-000-000,Part,0.0,6L-14-186,000,000,000,00003,,$194.360,1/1/1900,1.00,1,,0
6L-14-189,J 03,"PUMP, COOLANT RECOVERY",0000205791,000-000-000,Part,0.0,6L-14-116,000,000,000,00003,,$201.270,6/8/2016,1.00,1,,0
6L-2-119,,SHUTTER ASM-RH RADIATOR 102DL3,0000205791,000-000-000,CRITICAL PART,0.0,6L-2-119,000,000,000,,,$308.210,1/1/1900,1.00,1,,0
6L-2-133,,"WASHER, RADIATOR MOUNT",0000205791,000-000-000,Part,0.0,6L-2-133,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6L-2-140,ZSP/ORDER,HOSE-ASM FROM RES.TANK TO OIL COOLER,0000205791,000-000-000,Part,0.0,6L-2-140,000,000,000,00003,,$29.630,1/1/1900,1.00,1,,0
6L-2-722,ZSP/ORDER,HOSE-ASM FROM RES TANK TO TRANS COOLER,0000205791,000-000-000,Part,0.0,6L-2-722,000,000,000,00003,,$29.630,1/1/1900,1.00,1,,0
6L-5-5,J TOP,"FAN, COOLANT SIDE, 7 BLADE",0000205791,000-000-000,CRITICAL PART,3.0,6L-5-5,000,000,000,,,$108.880,11/27/1996,1.00,1,,21
6L-5-59,,"FAN, 26"" 7 BLADE, LH",0000205791,000-000-000,Part,0.0,6L-5-59,000,000,000,00003,,$114.870,11/27/1996,1.00,1,,0
6L-5-61,J TOP,"FAN, 30""  10 BLADE, RH",0000205791,000-000-000,Part,1.0,6L-5-61,000,000,000,,,$110.490,11/27/1996,1.00,1,,0
6L-5-62,MEZ D,"FAN-9 BLADE,SERIES 60",0000205791,000-000-000,Part,1.0,6L-5-62,000,000,000,00003,,$164.630,1/1/1900,1.00,1,,0
6L-5-68,I TOP,C13-D4505  FAN BLADE,0000205791,000-000-000,Part,2.0,6L-5-68,000,000,000,00003,,$223.740,1/1/1900,1.00,1,,0
6L-6-263,,"CLUTCH, FAN, /PART N/A",0000205791,000-000-000,CRITICAL PART,0.0,6L-6-263,000,000,000,00003,,$837.050,1/1/1900,1.00,1,,0
6L-6-263REBUILT,,"CLUTCH, FAN, REBUILT",0000205791,000-000-000,CRITICAL PART,0.0,6L-6-263 REBUILT,000,000,000,00003,,$581.480,1/1/1900,1.00,1,,0
6L-6-321,PURGE,"SHEAVE, CLUTCH",0000205791,000-000-000,Part,0.0,6L-6-321,000,000,000,00003,,$388.680,1/1/1900,1.00,1,,0
6L-6-323,,"JOURNAL, BRACKET, PULLEY SHAFT",0000205791,000-000-000,CRITICAL PART,0.0,6L-6-323,000,000,000,00003,,$138.690,1/1/1900,1.00,1,,0
6L-6-371,KIT BOTTOM,"CLUTCH-FAN,LH",0000205791,000-000-000,Part,0.0,6L-6-371CG,000,000,000,00003,,"$1,183.360",1/1/1900,1.00,1,,0
6L-6-371CORE,KIT BOTTOM,"CORE, CLUTCH, FAN",0000205791,000-000-000,Part,0.0,6L-6-371CORE,000,000,000,00003,,$434.700,1/1/1900,1.00,1,,0
6L-6-372,,FAN CLUTCH RH,0000205791,000-000-000,CRITICAL PART,0.0,6L-6-372,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
6L-6-373CG,ZSP/ORDER,"CLUTCH, FAN HUB, AIR RELEASED, SEE NOTE!",0000205791,000-000-000,Part,0.0,6L-6-373CG,000,000,000,,,$893.620,1/1/1900,1.00,1,,0
6L-6-373CORE,/CORE,CORE FOR REMAN CLUTCH,0000311100,000-000-000,Core,0.0,6L-6-373CORE,000,000,000,00003,,$616.000,1/1/1900,1.00,1,,0
6L-6-373RM,KIT BOTTOM,"CLUTCH, FAN HUB, AIR ENGAGED **NOTE**",0000205791,000-000-000,Part,0.0,6L-6-BAD#,000,000,000,00003,,"$1,021.870",1/1/1900,1.00,1,,0
6L-6-413,J 01,"SHAFT, IDLER BEARING",0000205791,000-000-000,Part,1.0,6L-6-413,000,000,000,00003,,$35.130,6/20/2013,2.00,2,,0
6L-6-414,J 01,"BEARING, SLAP",0000205791,000-000-000,Part,1.0,6406983,000,000,000,00003,,$63.610,3/19/2025,1.00,1,,0
6L-6-508,ZSP/ORDER,"BRACKET, SNUBBER, S60 ENG",0000205791,000-000-000,Part,0.0,6L-6-508,000,000,000,00003,,$49.700,1/1/1900,1.00,1,,0
6L-6-578CG,ZSP/ORDER,"CLUTCH-FAN, COACHGUARD CNVRSN",0000205791,000-000-000,Part,0.0,6L-6-578CG,000,000,000,00003,,"$1,126.510",6/30/2025,1.00,1,,0
6L-6-61,,FAN,0000205791,000-000-000,CRITICAL PART,0.0,6L-6-61,000,000,000,,,$90.000,1/1/1900,0.00,0,,15
6L-8-1152,J 02,"VALVE, PRESSURE RELIEF, 9PSI",0000205791,000-000-000,Part,2.0,6L-8-1152,000,000,000,00003,,$12.890,1/1/1900,1.00,1,,0
6L-8-1176,J 01,"ELBOW, S-60 ENG WATER PUMP",0000205791,000-000-000,Part,2.0,6L-8-1176,000,000,000,00003,,$55.510,1/1/1900,1.00,1,,0
6L-8-1193,J 02,"HOSE-HUMP,SILICONE,1.25 TO 1.75",0000205791,000-000-000,Part,0.0,6L-8-1193,000,000,000,00003,,$27.900,1/1/1900,1.00,1,,0
6L-8-1203,SP/ORDER,"HOSE, HUMP, SILICONE, 1.125 ID",0000205791,000-000-000,Part,0.0,6L-8-1203,000,000,000,00003,,$9.470,1/1/1900,1.00,1,,0
6L-8-1204,SP/ORDER,"HOSE, HUMP. 1.75 ID",0000205791,000-000-000,Part,0.0,6L-8-1204,000,000,000,00003,,$16.200,1/1/1900,1.00,1,,0
6L-8-1205,SP/ORDER,"HOSE, 45 DEG., 2.5IN ID",0000205791,000-000-000,Part,0.0,6L-8-1205,000,000,000,00003,,$18.540,1/1/1900,1.00,1,,0
6L-8-140,J 02,"HOSE, AT RADIATOR, INLET/OUTLET",0000205791,000-000-000,Part,10.0,6L-8-140,000,000,000,00003,,$17.440,5/14/2019,2.00,2,,0
6L-8-287,,"PUMP, WEBASTO CIRCULATION",0000205791,000-000-000,CRITICAL PART,0.0,6L-8-287,000,000,000,00003,,$438.160,1/1/1900,1.00,1,,0
6L-8-353,J 02,"HOSE-HUMP,COOLANT,BLUE",0000205791,000-000-000,Part,5.0,6L-8-353,000,000,000,00003,,$32.470,3/14/2016,1.00,1,,0
6L-8-457,PURGE,"ISOLATOR, 1/4"" RUBBER",0000205791,000-000-000,Part,0.0,6L-8-457,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6L-8-670,J 02,"ADAPTER, WATER PUMP, FITTING",0000205791,000-000-000,Part,3.0,6L-8-670,000,000,000,00003,,$106.970,8/3/2016,1.00,1,,0
6L-8-977,SP/ORDER,"HOSE, COOLANT, SILICONE",0000205791,000-000-000,Part,0.0,6L-8-977,000,000,000,00003,,$20.590,1/1/1900,1.00,1,,0
6N-8863,,WASHERS OIL PAN,0000105961,000-000-000,Part,0.0,6N-8863,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6R-10-8,,SHUTTERSTAT,0000205791,000-000-000,CRITICAL PART,0.0,6R-10-8,000,000,000,,,$28.020,1/1/1900,1.00,1,,0
6R-1-3,,MOUNT,0000205791,000-000-000,CRITICAL PART,0.0,6K-1-3,000,000,000,,,$31.790,1/1/1900,0.00,0,,15
6R-14-60,J 02,"SIGHTGLASS, COOLANT",0000205791,000-000-000,Part,7.0,6R-14-60,000,000,000,00003,,$42.560,2/25/2025,2.00,2,,0
6R-2-25,,"CYLINDER ASSY, AIR SHUTTER",0000205791,000-000-000,CRITICAL PART,0.0,6R-2-25,000,000,000,,,$21.880,1/1/1900,1.00,1,,0
6R-5-30,,"FAN, BLOWER LH",0000205791,000-000-000,CRITICAL PART,0.0,6R-5-30,000,000,000,,,$269.130,1/1/1900,1.00,1,,0
6R-5-31,,"FAN, BLOWER RH",0000205791,000-000-000,Part,0.0,6R-5-31,000,000,000,,,$269.130,1/1/1900,1.00,0,,0
6R-6-8,SP/ORDER,"SIGHT GAUGES (3/8""-Z"")",0000205791,000-000-000,CRITICAL PART,0.0,6R-6-8,000,000,000,00003,,$11.170,1/1/1900,1.00,1,,0
6R-8-24,I BOTTOM,"HOSE, JOINT, WATER PUMP TO TOP OF ENG",0000205791,000-000-000,Part,6.0,6R-8-24,000,000,000,00003,,$8.850,12/4/2017,2.00,2,,0
6R-8-49,/DRHT,VALVE PRESSURE 7 PSI MCI,0000205791,000-000-000,Part,0.0,6R-8-49,000,000,000,,,$6.050,1/1/1900,1.00,1,,0
6V0484,SP/ORDER,ADAPTER CAT-13,0000311100,000-000-000,CRITICAL PART,0.0,6V0484,000,000,000,00003,,$49.240,1/1/1900,1.00,1,,0
6V-1196,SP/ORDER,"SEAL, CAT ENG, FITS 8899",0000105961,000-000-000,Part,0.0,6V-1196,000,000,000,00003,,$18.380,1/1/1900,1.00,1,,0
6V-1355,ZSP/ORDER,ELBOW,0000105961,000-000-000,Part,0.0,6V-1355,000,000,000,00003,,$43.870,1/1/1900,1.00,1,,0
6V-1903,/SPORDER,"SEAL, O-RING, CAT COMPRESSOR",0000105961,000-000-000,Part,0.0,6V-1903,000,000,000,00003,,$7.270,1/1/1900,1.00,1,,0
6V-2685,ZSP/ORDER,M SEAL STK,0000105961,000-000-000,Part,0.0,6V-2685,000,000,000,00003,,$17.430,1/1/1900,1.00,1,,0
6V3250,SP/ORDER,"SEAL,O RING CAT-13",0000311100,000-000-000,CRITICAL PART,0.0,6V3250,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6V-3251,/SPORDER,"SEAL, O-RING CAT COMPRESSOR",0000105961,000-000-000,Part,0.0,6V-3251,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6V-3834,SP/ORDER,SEAL O RING,0000105961,000-000-000,Part,0.0,6V-3834,000,000,000,00003,,$15.720,1/1/1900,1.00,1,,0
6V-4249,EE 09,"BOLT, FOR OIL PAN  (CAT)",0000105961,000-000-000,SHOP SUPPLIES,4.0,6V-4249,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6V-5048,/SPORDER,"SEAL, O-RING, CAT COMPRESSOR",0000105961,000-000-000,Part,0.0,6V-5048,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6V-5134,SP/ORDER,SEAL O RING,0000105961,000-000-000,Part,0.0,6V-5134,000,000,000,00003,,$12.280,1/1/1900,1.00,1,,0
6V-5839,/SPORDER,"WASHER, HARD ALT STRAP TO FAN DRIVE BELT",0000105961,000-000-000,Part,0.0,6V-5839,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6V-6609,/SPORDER,"SEAL, CAT COMPRESSOR",0000105961,000-000-000,Part,0.0,6V-6609,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
6V-7350,DD 07- BOX,"SEAL, CAT ENG",0000105961,000-000-000,Part,1.0,6V-7350,000,000,000,00003,,$25.230,1/1/1900,1.00,1,,0
6V-8676,SP/ORDER,"O-RING SEAL, CAT",0000105961,000-000-000,Part,0.0,6V-8676,000,000,000,00003,,$9.910,1/1/1900,1.00,1,,0
700113,,"AMPLIFIER, 3 UNITS PER ""TRI-AMP""",0000105819,000-000-000,CRITICAL PART,0.0,700113,000,000,000,,,$73.050,1/1/1900,0.00,0,,0
700-1132,,"KIT, BLEED",0000246865,000-000-000,CRITICAL PART,0.0,700-1132,000,000,000,,,$7.500,1/1/1900,0.00,0,,0
700-2408,,"KIT, LUBE",0000246865,000-000-000,CRITICAL PART,0.0,700-2408,000,000,000,00003,,$29.990,1/1/1900,1.00,1,,0
700257,,"VCR, V-2000, MCI (OBSOLETE)",0000105819,000-000-000,CRITICAL PART,0.0,700257,000,000,000,00003,,$126.200,1/1/1900,1.00,1,,0
700335,,"RADIO, R-655 MOD. FOR C-2000",0000105819,000-000-000,CRITICAL PART,0.0,700335,000,000,000,,,$265.360,1/1/1900,0.00,0,,0
700335REPAIRED,,"RADIO, R655 MOD SYSTEM 2000",0000105819,000-000-000,CRITICAL PART,0.0,700335REPAIRED,000,000,000,,,$70.000,1/1/1900,0.00,0,,0
700384,,"RADIO, PA/CASS PLAYER, 12VOLT",0000205791,000-000-000,CRITICAL PART,0.0,7J-8-140,000,000,000,00003,,$290.950,1/1/1900,0.00,0,,0
700389,,"WIRES, SPARK PLUG",0000246865,000-000-000,CRITICAL PART,0.0,700389,000,000,000,,,$55.990,1/1/1900,1.00,1,,0
700390,,"WIRES, PLUG",0000246865,000-000-000,CRITICAL PART,0.0,700390,000,000,000,,,$45.870,1/1/1900,0.00,0,,0
700399,,SPARK PLUG WIRE,0000246865,000-000-000,CRITICAL PART,0.0,700399,000,000,000,00003,,$48.500,1/1/1900,1.00,1,,0
700445,PURGE,"VCR, V-2100, VANHOOL",0000105819,000-000-000,Part,0.0,700445,000,000,000,00003,,$126.200,1/1/1900,1.00,1,,0
700511,,"AMPLIFIER, SYSTEM 2000",0000105819,000-000-000,CRITICAL PART,0.0,700511,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
700537,L TOP,AMPLIFIER,0000105819,000-000-000,Part,2.0,700537 REI,000,000,000,00003,,$682.500,7/18/2025,1.00,1,,0
700540,,"WIRES, SPARK PLUG",0000246865,000-000-000,CRITICAL PART,0.0,700540,000,000,000,00003,,$58.350,1/1/1900,1.00,1,,0
7005-6-12,,"TUBE, BREATHER",0000000027,000-000-000,CRITICAL PART,0.0,7005-6-12,000,000,000,,,$71.090,1/1/1900,0.00,0,,0
700588,PURGE,"CAMERA, SCENIC VIEW",0000205791,000-000-000,Part,0.0,700588,000,000,000,,,$484.500,1/1/1900,1.00,1,,0
700590,PURGE,"PANA,CQ-R115 RADIO MOD 2000 S",0000105819,000-000-000,Part,0.0,700590,000,000,000,00003,,$60.720,1/1/1900,1.00,1,,0
700598REPAIRD,,"MIC,16CHNL WRLS HH TRANSMITT",0000105819,000-000-000,CRITICAL PART,0.0,700598REPAIRD,000,000,000,,,$99.160,1/1/1900,1.00,1,,0
700732,/OBS,"AMP, SEAT AUDIO",0000105819,000-000-000,Part,0.0,700732,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
700741,BB 04,"MODULE, SEAT AUDIO CONTROL",0000105819,000-000-000,SHOP SUPPLIES,3.0,700741,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
700742,/OBS,"BREAK OUT BOX, 8 CHANNEL SEAT",0000105819,000-000-000,Part,0.0,700742,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
700771,L TOP,"AMPLIFIER, SYSTEM 2000 A/V 24",0000105819,000-000-000,Part,2.0,700189,000,000,000,00003,,$21.000,1/1/1900,0.00,0,,0
700772,,"RADIO,JENSEN,W/BATT BACK-UP",0000105819,000-000-000,CRITICAL PART,0.0,700772,000,000,000,,,$264.000,1/1/1900,0.00,0,,0
700773,,"WIRES, SPARK PLUG, 422",0000246865,000-000-000,Part,0.0,700773,000,000,000,00003,,$38.750,1/1/1900,1.00,1,,0
700819,AA 05,"CONTROL HEAD, ELITE RADIO",0000105819,000-000-000,Part,3.0,700819,000,000,000,00003,,$457.000,5/30/2025,2.00,1,,0
700855,CC 02,PROCESSOR,0000105819,000-000-000,Part,0.0,700855,000,000,000,00003,,$21.000,9/17/2012,1.00,1,,0
700862,/OBS,"RECEIVER, 16 CHANNEL",0000105819,000-000-000,Part,0.0,700862,000,000,000,00003,,$21.000,1/1/1900,2.00,1,,0
700905,/OBS,"AMP, AUDIO",0000105819,000-000-000,Part,0.0,700905,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
700925,/SPORDER,"SWITCH, SIGNAL, VIDEO",0000105819,000-000-000,Part,0.0,700925,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
700953,,"WIRES, SPARK PLUG",0000246865,000-000-000,CRITICAL PART,0.0,700953,000,000,000,,,$88.750,1/1/1900,0.00,0,,0
700962,/DRHT,"AMPLIFIER, LOW PROFILE, TRANSIT PA",0000105819,000-000-000,Part,0.0,700962,000,000,000,00003,,$145.350,1/1/1900,1.00,1,,0
700973,,"DVD , 12/24V PRE-AMP ISO, ELITE",0000105819,000-000-000,Part,0.0,700973,000,000,000,00003,,$21.000,1/1/1900,1.00,1,,0
703-1231,,GAS CAP,0000246865,000-000-000,CRITICAL PART,0.0,703-1231,000,000,000,,,$8.500,1/1/1900,0.00,0,,0
703-1356,,"PLUG, OIL, 1.75"" DIA, OIL FILL",0000246865,000-000-000,CRITICAL PART,0.0,703-1356,000,000,000,00003,,$11.990,1/1/1900,1.00,1,,0
703-1460,,"CAP, RADIATOR 7#",0000246865,000-000-000,CRITICAL PART,0.0,703-1460,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
703-1463,,"CAP,RADIATOR",0000246865,000-000-000,CRITICAL PART,0.0,703-1463,000,000,000,,,$8.500,1/1/1900,0.00,0,,0
703-1620,,"GAS CAP, E350 TRUCK",0000246865,000-000-000,CRITICAL PART,0.0,703-1620,000,000,000,00003,,$11.500,1/1/1900,0.00,0,,0
703-1723,,"CAP,GAS LOCKING",0000246865,000-000-000,Part,0.0,703-1723,000,000,000,00003,,$19.650,1/1/1900,1.00,1,,0
703-2447,,"CAP, RADIATOR, ASTROVAN",0000246865,000-000-000,CRITICAL PART,0.0,703-2447,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
7038,,"FILTER, OIL, SPRIINTER",0000246865,000-000-000,Part,0.0,7038,000,000,000,00003,,$14.200,1/1/1900,1.00,1,,0
704-1036,,"PLUG, DRAIN",0000246865,000-000-000,CRITICAL PART,0.0,704-1036,000,000,000,,,$2.250,1/1/1900,0.00,0,,0
7047,PURGE,"FILTER, OIL, TOYOTA SIENNA",0000246865,000-000-000,Part,0.0,7047,000,000,000,00003,,$6.160,1/25/2016,1.00,1,,0
705-1504,SP/ORDER,HOSE CLAMP,0000246865,000-000-000,Part,0.0,705-1504,000,000,000,00003,,$6.250,1/1/1900,1.00,1,,0
705-1509,SP/ORDER,HOSE CLAMP,0000246865,000-000-000,CRITICAL PART,0.0,705-1509,000,000,000,00003,,$7.850,1/1/1900,1.00,1,,0
705-1512,SP/ORDER,"CLAMP, VBAND",0000246865,000-000-000,Part,0.0,705-1512,000,000,000,00003,,$24.870,1/1/1900,1.00,1,,0
705-1527,EE 08,HOSE CLAMP,0000246865,000-000-000,Part,1.0,705-1527,000,000,000,00003,,$8.350,1/1/1900,1.00,1,,0
7060,,"FILTER, OIL",0000000013,000-000-000,Part,0.0,7060,000,000,000,00003,,$5.810,1/1/1900,1.00,1,,0
70669,,CENTRIFUGE BOWL INSERT,0000000007,088-000-000,CRITICAL PART,0.0,70669,000,088,000,,,$0.380,1/1/1900,0.00,0,,0
70671,,"SEAL, BOWL",0000000007,088-000-000,CRITICAL PART,0.0,70671,000,088,000,,,$1.490,1/1/1900,0.00,0,,0
7078360C1,/DRHT,"BRACKET, TENSIONER, INTERNATIONAL",0000311727,000-000-000,Part,0.0,7078360C1,000,000,000,00003,,$443.230,1/1/1900,1.00,1,,0
708127,,MIRROR,0000000010,000-000-000,CRITICAL PART,0.0,708127,000,000,000,,,$10.800,1/1/1900,0.00,0,,0
7084,,"MIRROR, TRUCK, FLAT 15""x8""",0000246865,000-000-000,CRITICAL PART,0.0,7084,000,000,000,,,$34.550,1/1/1900,1.00,1,,0
709002,,"MIRROR, FLAT, 422",0000000010,000-000-000,CRITICAL PART,0.0,709002,000,000,000,00003,,$22.800,1/1/1900,1.00,1,,0
709140,J 03,"HORN ASM-ELECTRIC,LOW/HIGH",0000205791,000-000-000,Part,2.0,07-05-1004,000,000,000,00003,,$19.270,2/28/2025,4.00,4,,0
7093618C92,ZSP ORDER,BREATHER KIT (INTERNATIONAL ONLY,0000311727,041-000-000,Part,0.0,7093618C92,000,041,000,,,$678.130,1/1/1900,1.00,1,,0
70992,E 05,LENS,0000000010,000-000-000,Part,1.0,70992,000,000,000,,,$12.000,1/1/1900,1.00,1,,0
70996,,SEAL-CONTROL MECHANISM,0000000007,088-000-000,CRITICAL PART,0.0,70996,000,088,000,,,$3.520,1/1/1900,0.00,0,,0
70N-075-36,SP/ORDER,.750 ID 4 PLY X 36 ARAMID,0000242002,000-000-000,CRITICAL PART,0.0,70N-075-36,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
70N-175-36,SP/ORDER,1.75 ID 4 PLY X 36 ARAMID,0000242002,000-000-000,CRITICAL PART,0.0,70N-175-36,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
710024,CC TOP,"MONITOR, LCD, 15.4IN, 24V",0000105819,000-000-000,Part,5.0,710024,000,000,000,00003,,$147.200,1/1/1900,1.00,1,,0
710075,BB 04,"CONTROL, DRIVER DVD PLAYER",0000105819,000-000-000,SHOP SUPPLIES,1.0,710075,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
710089,BB 04,DVD PLAYER ELITE SYSTEM,0000105819,000-000-000,Part,1.0,710089,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
710090,BAY 3-3,"MONITOR, LCD MOTORIZED E4500",0000105819,000-000-000,Part,0.0,710090,000,000,000,00003,,$143.000,6/23/2010,1.00,2,,0
710097,AA 05,"CONTROL HEAD, PANASONIC",0000105819,000-000-000,Part,0.0,710097,000,000,000,00003,,$96.000,1/1/1900,1.00,1,,0
710111,/OBS,"CONTROL, DIGITAL PLAYER",0000105819,000-000-000,Part,0.0,710111,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
710-1147,,"KIT, TIRE PATCH",0000246865,000-000-000,CRITICAL PART,0.0,710-1147,000,000,000,,,$36.990,1/1/1900,1.00,1,,0
710-171,,"CD PLAYER, DASH, VANHOOL",0000105819,000-000-000,CRITICAL PART,0.0,710-171,000,000,000,00003,,$450.000,1/1/1900,1.00,1,,0
710225,SP/ORDER,"MONITOR COLOR 10.2"" LCD LP 12/24V",0000105819,000-000-000,CRITICAL PART,0.0,710225,000,000,000,00003,,$570.000,1/1/1900,1.00,1,,0
710249,,"CONVERTER, HDMI TO COMPOSITE, 12/24V",0000105819,000-000-000,Part,0.0,710249,000,000,000,00003,,$221.000,1/1/1900,1.00,1,,0
710261,BAY 3-3,MNTR 15.4 MTRIZD LCD E/J MONITOR NEW MON,0000105819,000-000-000,Part,3.0,710261,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
710340,SP/ORDER,"RADIO, CD, AM/FM, SYS 2000",0000105819,000-000-000,Part,0.0,710340,000,000,000,00003,,$344.000,1/1/1900,1.00,1,,0
710375,BB 04,"MONITOR,LCD,10.4"" LOW PROFILE,24V",0000105819,000-000-000,Part,1.0,700995,000,000,000,00003,,$164.000,1/1/1900,1.00,1,,0
710437,SP/ORDER,"RADIO, CD-5000, W/USB, FITS 7834",0000105819,000-000-000,Part,0.0,710437,000,000,000,00003,,$315.000,1/1/1900,1.00,1,,0
71063,PURGE,PLUG,0000000010,000-000-000,Part,0.0,71063,000,000,000,,,$12.000,1/1/1900,1.00,1,,0
71065,,LENS,0000000010,000-000-000,Part,0.0,71065,000,000,000,,,$12.000,1/1/1900,1.00,1,,0
71240,,SEAL COVER,0000000007,088-000-000,CRITICAL PART,0.0,71240,000,088,000,,,$2.030,1/1/1900,0.00,0,,0
7127-3A,/DRHT,ALTERNATOR,0000108276,000-000-000,Part,0.0,7127-3A,000,000,000,,,$47.050,1/1/1900,1.00,1,,0
7131,R 01,"FILTER, POWER STEERING C 13",0000205791,000-000-000,Part,10.0,6487709,000,000,000,00003,,$9.600,8/8/2025,1.00,1,,0
7133,GG 04,"FILTER, POWER STEERING",0000246865,000-000-000,Part,1.0,NF 7133,000,000,000,00003,,$29.480,1/1/1900,1.00,1,,0
7151,,"FILTER, OIL",0000246865,000-000-000,Part,0.0,7151,000,000,000,00003,,$14.960,1/1/1900,1.00,1,,0
715-1125,,"COUPLER, POWER",0000246865,000-000-000,CRITICAL PART,0.0,715-1125,000,000,000,,,$5.990,1/1/1900,0.00,0,,0
715-1229,,"HOSE, GREASE GUN",0000246865,000-000-000,Part,0.0,715-1229,000,000,000,00003,,$9.770,1/1/1900,1.00,1,,0
71768-17,/DRHT,"TACHOMETER, W HOUSING, TB",0000105760,000-000-000,Part,0.0,71768-17,000,000,000,00003,,$328.300,1/1/1900,1.00,1,,0
7182,/DRHT,"FILTER, OIL, NEW TB",0000246865,000-000-000,Part,0.0,7182,000,000,000,00003,,$12.940,1/1/1900,1.00,1,,0
7191,,POWER STEERING FILTER,0000246865,000-000-000,Part,0.0,7191,000,000,000,00003,,$20.070,1/1/1900,1.00,1,,0
7205X10,,"CONNECTOR, MALE",0000205791,000-000-000,CRITICAL PART,0.0,7205X10,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
7215,GG 04,"FILTER, OIL, MERCEDES, 661 & 662",0000246865,000-000-000,Part,0.0,7215,000,000,000,00003,,$23.340,7/12/2010,1.00,1,,0
